AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName_x,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName_x,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price_x,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD,id,RevisionId,AllocationId,TradeTypeName,SecurityType,Name,Ticker,CUSIP,ISIN,Quantity,Price_y,TradeFXRate,Principal,Interest,TotalCash,AllocationQTY,AllocationPrincipal,AllocationInterest,AllocationFees,AllocationCash,PortfolioName_y,CustodianName_y,StrategyName,Strategy1Name,Strategy2Name,Counterparty,AllocationRule,IsCustomAllocation,OpenYear
2023-08-01,2022-01-27,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000.0,250000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262468,1,3668607,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,3430000,95.0,,0.0,0.0,0.0,1029000.0,0.0,0.0,0.0,0.0,Optimum Holdings Partners,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-01-27,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000.0,250000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262468,1,3668608,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,3430000,95.0,,0.0,0.0,0.0,686000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-01-27,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000.0,250000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668853,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,196000.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-01-27,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000.0,250000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668854,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,294000.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-01-27,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000.0,250000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668855,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,294000.0,0.0,0.0,0.0,0.0,Optimum Holdings Partners,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-01-27,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000.0,250000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668856,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,196000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480564,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1071429.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480565,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1071429.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480566,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480567,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480568,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,178571.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480569,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,178571.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486268,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535715.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486269,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535714.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486270,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535715.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486271,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535714.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486272,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,416667.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486273,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,416667.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486274,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,416666.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486275,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486276,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486277,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,89285.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486278,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,89286.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486279,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,89286.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486280,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,89285.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3761330,2,3533847,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,4375000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3761330,2,3533848,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4053600,1,3612233,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,99.0,,0.0,0.0,0.0,2187500.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4053600,1,3612234,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,99.0,,0.0,0.0,0.0,2187500.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4053600,1,3612235,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,99.0,,0.0,0.0,0.0,312500.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4053600,1,3612236,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,99.0,,0.0,0.0,0.0,312500.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262468,1,3668605,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,3430000,95.0,,0.0,0.0,0.0,686000.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262468,1,3668606,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,3430000,95.0,,0.0,0.0,0.0,1029000.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262468,1,3668607,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,3430000,95.0,,0.0,0.0,0.0,1029000.0,0.0,0.0,0.0,0.0,Optimum Holdings Partners,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262468,1,3668608,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,3430000,95.0,,0.0,0.0,0.0,686000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668853,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,196000.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668854,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,294000.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668855,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,294000.0,0.0,0.0,0.0,0.0,Optimum Holdings Partners,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571.0,178571.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4262541,1,3668856,Sell,AssetBacked,004421CG6,,004421CG6,US004421CG60,980000,95.0,,0.0,0.0,0.0,196000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,CITI,All,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480564,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1071429.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480565,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1071429.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480566,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480567,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480568,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,178571.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3562963,2,3480569,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,178571.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486268,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535715.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486269,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535714.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486270,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535715.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486271,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,535714.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486272,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,416667.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486273,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,416667.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
2023-08-01,2022-02-24,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000.0,125000.0,101.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3583888,2,3486274,Buy,AssetBacked,004421CG6,,004421CG6,US004421CG60,5000000,90.0,,0.0,0.0,0.0,416666.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0,2022
